batch	Filename	Name	Area
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	.beta.-Myrcene	8815
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	trans-.beta.-Ocimene	30079
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	.beta.-Ocimene	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	.gamma.-Terpinene	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Benzoic acid, methyl ester	7227
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	9659
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Benzonitrile, 2-methyl-	2434
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Decanal	120432
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Caprolactam	7102
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	.alfa.-Copaene	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	Caryophyllene	24740
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	13215
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	.alpha.-Farnesene	214642
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	7051
temp_expt_quant_CWu_1819_1.txt	A139DAug16_09012018.qgd	trans-Geranylgeraniol	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	701
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	.beta.-Myrcene	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	trans-.beta.-Ocimene	15911
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	.beta.-Ocimene	3578
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	.gamma.-Terpinene	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Benzoic acid, methyl ester	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	4113
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Benzonitrile, 2-methyl-	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Decanal	123222
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	.alfa.-Copaene	2132
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	Caryophyllene	43013
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	.alpha.-Farnesene	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A139DCoolAug10_08292018.qgd	trans-Geranylgeraniol	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	2-Hexenal, (E)-	12316
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	11829
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	.beta.-Myrcene	570668
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	trans-.beta.-Ocimene	320520
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	.beta.-Ocimene	2755481
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	.gamma.-Terpinene	4848
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Benzoic acid, methyl ester	4727
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Linalool	49618
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	11794
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Benzonitrile, 2-methyl-	3807
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Decanal	108934
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	.alfa.-Copaene	10093
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	Caryophyllene	347248
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	22705
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	.alpha.-Farnesene	498048
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A139NAug10_08302018.qgd	trans-Geranylgeraniol	6414
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	733
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	.beta.-Myrcene	138322
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	trans-.beta.-Ocimene	25912
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	.beta.-Ocimene	3144460
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	.gamma.-Terpinene	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Benzoic acid, methyl ester	4622
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	3117
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Benzonitrile, 2-methyl-	3085
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Decanal	149562
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Caprolactam	72787
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	.alfa.-Copaene	3364
